id,uri,type,title,summary,metaDescription,contactEmail,contactName,contactTelephone
article_9, /economy /grossdomesticproductgdp /articles /gdpandthelabourmarket /jantomar2016,article,"UK GDP and the labour market, update",,Comparison of developments in GDP and the labour market,macro@ons.gsi.gov.uk ,Andrew Agyiri Amankwah,+44 (0)1633 451823
compendium_landing_page_1, /economy /grossdomesticproductgdp /compendium /unitedkingdomnationalaccountsthebluebook /2016edition,compendium_landing_page,"UK National Accounts, The Blue Book",The Blue Book is a key annual publication of national accounts statistics and the essential data source for anyone concerned with macro economic policies and studies. A complete PDF download of this publication is available in section 3.,The Blue Book is a key annual publication of national accounts statistics and the essential data source for anyone concerned with macro economic policies and studies.,blue.book.coordination @ons.gsi.gov.uk ,Emma Howley ,+44 (0)1633 455190 
article_10, /economy /grossvalueaddedgva /articles /gvaforlocalenterprisepartnerships /1997to2014,article,GVA for Local Enterprise Partnerships,,"This release provides data on economic output, as measured by nominal gross value added, for each local enterprise partnership (LEP). A time series with data back to 1997 is included while the latest data available are for calendar year 2013. The data have been produced to be consistent with the existing ONS regional gross value added (income approach) data that are published annually in December for the NUTS geographies. These LEP GVA data carry the National Statistics badge.",better.info @ons.gsi.gov.uk,Richard Prothero,+44 (0)1329 447825
article_download_1, /economy /inflationandpriceindices /articles /estimatedeffectofthebudgetonconsumerpricesindexandretailpricesindex /spring2016,article_download,Estimated Effect of the Budget on Consumer Prices Index and Retail Prices Index,,"The purpose of this article is to give the estimated impact of implementing measures announced in the March 2016 budget, previous budgets and pre-budget reports on the Consumer Prices Index (CPI), CPIH - a measure which includes owner occupiers’ housing costs, and the Retail Prices Index (RPI). This article is simply a helpful guide to users of the CPI, CPIH and RPI. ",cpi@ons.gsi.gov.uk,James Tucker,+44 (0) 1633 456900
article_download_2, /economy /inflationandpriceindices /articles /consumerpricesindexandretailpricesindexupdatingweights /latest,article_download,Consumer Prices Index and Retail Prices Index - updating weights,,"Price indices, percentage changes and weights for the CPI, CPIH, RPI and RPIJ and the components that make up these indices.",cpi@ons.gsi.gov.uk,Ainslie Woods,+ 44 (0)1633 456900
article_download_3, /economy /inflationandpriceindices /articles /consumerpriceinflationbasketofgoodsandservices /latest,article_download,Consumer Price Inflation Basket of Goods and Services,,This article describes the review process and explains how and why the various items in the inflation baskets are chosen. ,cpi@ons.gsi.gov.uk,Philip Gooding, +44 (0) 1633 455896
compendium_landing_page_2, /economy /investmentspensionsandtrusts /compendium /pensiontrends /latest,compendium_landing_page,Pension Trends,"Contributions to private (non-state) pensions. Private pensions considered are: occupational schemes for private sector and public sector employees; and personal pensions, including group personal and stakeholder pensions.","Contributions to private (non-state) pensions. Private pensions considered are: occupational schemes for private sector and public sector employees; and personal pensions, including group personal and stakeholder pensions.",pensionsanalysis @ons.gsi.gov.uk,Tim Gibbs,+44 (0)1633 456921
compendium_landing_page_3, /peoplepopulationandcommunity /crimeandjustice /compendium /focusonviolentcrimeandsexualoffences /yearendingmarch2015,compendium_landing_page,Focus on Violent Crime and Sexual Offences ,Violent crime and sexual offences from the year ending March 2015 Crime Survey for England and Wales and crimes recorded by police.,Violent crime and sexual offences from the year ending March 2015 Crime Survey for England and Wales and crimes recorded by police.,crimestatistics @ons.gsi.gov.uk,John Flatley,+44 (0)20 7592 8695
compendium_landing_page_4, /peoplepopulationandcommunity /crimeandjustice /compendium /crimestatisticsfocusonpublicperceptionsofcrimeandthepoliceandthepersonalwellbeingofvictims /latest,compendium_landing_page,"Crime Statistics, Focus on Public Perceptions of Crime and the Police, and the Personal Well-being of Victims",Crime statistics from the Crime Survey for England and Wales and police recorded crime. ,Crime statistics from the Crime Survey for England and Wales and police recorded crime. ,crimestatistics @ons.gsi.gov.uk ,John Flatley ,+44 (0)20 7592 8695 
article_11, /peoplepopulationandcommunity /wellbeing /articles /measuringnationalwellbeing /latest,article,Measuring  national well-being: Life in the UK,,,nationalwell-being @ons.gsi.gov.uk,Ian Macrory,+44 (0)1633 45 5851 
article_12, /peoplepopulationandcommunity /wellbeing /articles /measuringnationalwellbeing /latest,article,Measuring  national well-being: Life in the UK,,,nationalwell-being @ons.gsi.gov.uk,Ian Macrory,+44 (0)1633 45 5851 
article_13, /peoplepopulationandcommunity /housing /articles /2011censusanalysiswhatdoesthe2011censustellusaboutpeoplelivingincommunalestablishments /latest,article,2011 Census analysis,,"Analyses of the Communal Establishment resident population, including demographic and geographical differences at national, regional and local levels.",chris.w.smith @ons.gsi.gov.uk,Chris W Smith,+44 (0)1329 444683
article_14, /peoplepopulationandcommunity /housing /articles /characteristicsofbuiltupareas /latest,article,2011 Census,,"This report provides an insight into the characteristics of the built-up areas in England and Wales in 2011. The information is derived from the 2011 Census and is presented for a variety of census topics. Comparisons between built-up areas of different sizes are made, as well as comparisons between built-up areas and non built-up areas.",census.customerservices @ons.gsi.gov.uk,Peter Stokes,+44 (0)1329 444972
article_15, /peoplepopulationandcommunity /housing /articles /housepricestatisticsforsmallareasinenglandandwales /latest,article,House Price Statistics for Small Areas in England and Wales,,"A brief overview of average (median) house prices using estimates from the sale prices of residential properties in England and Wales between 1995 and 2013. We look at the trends and features of average house prices paid over this period for 3 different geographies: local authorities, parliamentary constituencies and middle layer super output areas (MSOAs).",hpi@ons.gsi.gov.uk,Nigel Henretty,+44 (0)1329 447934
article_16, /peoplepopulationandcommunity /housing /articles /housingsummarymeasuresanalysis /latest,article,Housing summary measures analysis,,"Looking at the 15 Housing Summary Measures, we provide a broad overview of the availability and affordability of privately owned and social housing for local authorities in England and Wales.",nigel.henretty @ons.gsi.gov.uk ,Nigel Henretty,+44 (0)1329 447934
article_17, /peoplepopulationandcommunity /housing /articles /whatdoesthe2011censustellusaboutworkrelatedsecondaddressesinenglandandwales /latest,article,2011 Census analysis,,"We analyse residents aged 16 and over who had a work-related second address outside the local authority of where they usually live. Analyses are presented at national and local authority levels, including by occupational groups and qualification levels. This information is useful to gain an understanding of local communities and the presence of residents from other local authorities as a result of employment. In 2011, around 1 in 160 adults had a second address for work outside their local authority.",chris.w.smith @ons.gsi.gov.uk,Chris W Smith,+44 (0)1329 444683
article_18, /peoplepopulationandcommunity /leisureandtourism /articles /traveltrends /latest,article,Travel trends,,Estimates and profiles of travel and tourism visits and associated earnings and expenditure between the UK and the rest of the world,socialsurveys @ons.gsi.gov.uk,Giles Horsfield,+44 (0)1633 455731 
article_19, /peoplepopulationandcommunity /wellbeing /articles /humancapitalestimates /latest,article,Human capital estimates,,"Changes in human capital values to 2014, including during the economic downturn. Including breakdowns by age, gender and education level.",economic.wellbeing @ons.gsi.gov.uk ,Lee Mallett,+44 (0)1633 45 5060
article_20, /peoplepopulationandcommunity /wellbeing /articles /measuringnationalwellbeing /latest,article,Measuring  national well-being: Life in the UK,,,nationalwell-being @ons.gsi.gov.uk,Ian Macrory,+44 (0)1633 45 5851 
article_21, /peoplepopulationandcommunity /wellbeing /articles /sustainabledevelopmentindicators /latest,article,Sustainable Development Indicators,,"An overview of progress toward a sustainable economy, society and environment. Published alongside the headline and supplementary indicators are assessments of change, both short and long term.",qualityoflife @ons.gsi.gov.uk,Ian Macrory,+44 (0)1633 455680
article_22, /businessindustryandtrade /business /businessinnovation /articles /londonanalysis /2015-02-13 /2015-02-13,article,Identifying Science and Technology Businesses in Official Statistics,,"Policy makers are interested in identifying Science and Technology (S&T) businesses in official data sources to better understand the contribution that they make to the economy. This article proposes a classification for S&T and for sub-categories such as Life Sciences and Digital Technology, based on the UK Standard Industrial Classification of Economic Activities (SIC) 2007. It includes practical examples and explanations of how to use the approach with different data sources.",james.p.harris @ons.gsi.gov.uk,James P Harris,+44 (0)1329 444 656
